,x,y,labels
0,25.368547439575195,4.373047351837158,16
1,-11.943649291992188,-10.91125202178955,1
2,-3.6466927528381348,2.1034936904907227,18
3,10.335433006286621,-15.772764205932617,16
4,10.255098342895508,-16.28168296813965,16
5,-23.74842071533203,5.515260696411133,1
6,-3.4632887840270996,2.4008021354675293,0
7,-23.71162223815918,5.566920280456543,1
8,-3.8147687911987305,1.5797187089920044,16
9,-23.698753356933594,5.559635639190674,1
10,-3.3668172359466553,2.387767791748047,16
11,22.783845901489258,-17.493118286132812,10
12,24.683151245117188,5.2793378829956055,16
13,-3.290929079055786,1.6470192670822144,16
14,-3.45637845993042,2.369537115097046,16
15,-3.1722946166992188,2.178600549697876,16
16,3.886441230773926,-24.819442749023438,16
17,2.9280269145965576,-25.793689727783203,16
18,10.606197357177734,-14.632705688476562,16
19,6.77430534362793,-29.516780853271484,16
20,-3.2762067317962646,2.2647831439971924,16
21,10.57076358795166,-15.156600952148438,16
22,26.058835983276367,6.129276275634766,16
23,-3.129727602005005,1.4168258905410767,16
24,10.711039543151855,-15.453476905822754,16
25,26.41718292236328,5.901662826538086,16
26,26.327871322631836,6.028822422027588,16
27,-3.3363521099090576,1.7998325824737549,16
28,-5.000296592712402,-5.402202129364014,16
29,-3.4304263591766357,1.929308533668518,16
30,-3.126995325088501,2.4074151515960693,16
31,-21.87604331970215,-11.025772094726562,11
32,-11.928908348083496,-11.039285659790039,1
33,-11.91344928741455,-11.076624870300293,1
34,3.525953531265259,-25.197851181030273,16
35,7.241871356964111,-28.989591598510742,16
36,25.85369110107422,6.394149303436279,16
37,-6.769089221954346,-4.278168678283691,16
38,16.34117317199707,34.18998336791992,9
39,-5.175202369689941,8.677492141723633,4
40,-6.222067832946777,-3.228158712387085,16
41,-2.7408783435821533,1.6516542434692383,16
42,7.005155086517334,-29.25663948059082,16
43,10.918670654296875,-15.072197914123535,16
44,23.972518920898438,-18.473125457763672,12
45,25.87518882751465,6.298784255981445,16
46,-21.815048217773438,-11.074965476989746,11
47,-2.9601025581359863,3.0785715579986572,16
48,10.540453910827637,-14.23731803894043,16
49,-11.914566993713379,-10.962846755981445,1
50,10.490234375,-14.221725463867188,16
51,9.882412910461426,-13.564759254455566,16
52,-2.848634719848633,1.5738345384597778,16
53,-0.9461683034896851,1.9869037866592407,16
54,3.356905460357666,22.180706024169922,18
55,3.3179423809051514,-25.349502563476562,16
56,23.756311416625977,4.9192795753479,16
57,25.369421005249023,5.754035472869873,16
58,24.295320510864258,5.203786373138428,16
59,-0.843509316444397,2.1222872734069824,16
60,-2.546940565109253,3.2856383323669434,16
61,10.024662017822266,-13.118913650512695,16
62,10.883437156677246,-14.857901573181152,16
63,-10.52861213684082,-10.09709644317627,15
64,9.955068588256836,-13.672030448913574,16
65,10.725946426391602,-13.982593536376953,16
66,-2.6808767318725586,2.57192325592041,16
67,10.11960506439209,-13.592101097106934,16
68,10.056797981262207,-13.292518615722656,16
69,18.004535675048828,0.009366631507873535,4
70,7.330195903778076,-28.838850021362305,16
71,-21.80988883972168,-11.082802772521973,11
72,10.390820503234863,-13.650763511657715,16
73,-3.4262681007385254,1.0905603170394897,16
74,10.105278968811035,-13.527462005615234,16
75,10.271671295166016,-13.615681648254395,16
76,-0.44619759917259216,1.8040207624435425,16
77,17.874109268188477,-0.06665923446416855,4
78,-0.07754238694906235,1.6660076379776,16
79,3.3658456802368164,22.1627197265625,18
80,-0.40543070435523987,-0.12563496828079224,16
81,25.57338523864746,6.340566635131836,16
82,0.19595526158809662,1.9204131364822388,16
83,0.10624728351831436,1.708631992340088,16
84,-2.251410484313965,4.09431791305542,16
85,-10.46493148803711,-10.274922370910645,15
86,11.239972114562988,-13.92834186553955,16
87,-0.5027073621749878,-0.15535637736320496,16
88,3.835085391998291,-24.964664459228516,16
89,11.424524307250977,-14.072312355041504,16
90,-0.6047216653823853,1.988540768623352,16
91,7.020544528961182,-29.267303466796875,16
92,10.05168628692627,-13.201085090637207,16
93,3.173997402191162,-25.501941680908203,16
94,3.3512113094329834,22.19437026977539,18
95,-0.6602339744567871,2.662895679473877,0
96,10.598246574401855,-13.448466300964355,16
97,-0.5073878169059753,1.598819375038147,16
98,-0.4053743779659271,2.1211774349212646,16
99,7.036098480224609,-29.240957260131836,16
100,-21.69767189025879,-11.22309398651123,11
101,10.011411666870117,-12.939314842224121,16
102,-7.563131332397461,-2.088435649871826,2
103,3.7483925819396973,-24.932849884033203,16
104,-7.716216564178467,-2.8700873851776123,4
105,3.4311537742614746,-25.231477737426758,16
106,11.256610870361328,-13.63454532623291,16
107,7.153347492218018,-29.130338668823242,16
108,10.856748580932617,-13.411802291870117,16
109,-1.0405999422073364,2.467135190963745,16
110,0.5470296144485474,2.492955446243286,16
111,9.98388385772705,-12.881159782409668,16
112,-21.799358367919922,-11.107437133789062,11
113,10.801290512084961,-12.821226119995117,16
114,25.74951171875,6.405906677246094,16
115,-0.19677577912807465,1.8189114332199097,16
116,15.582576751708984,33.49352264404297,9
117,-0.13201215863227844,1.9032667875289917,16
118,12.397913932800293,-14.685301780700684,16
119,6.442831516265869,-0.9278074502944946,0
120,0.11548581719398499,1.9202046394348145,16
121,11.98827075958252,-13.790966033935547,16
122,0.4012926518917084,1.9123218059539795,0
123,-0.6777967810630798,1.574840784072876,16
124,3.826253890991211,-24.846839904785156,16
125,3.659508228302002,-25.011119842529297,16
126,11.889063835144043,-13.786844253540039,16
127,0.3354000151157379,2.2046048641204834,0
128,12.79047966003418,-14.376033782958984,16
129,3.41186785697937,-25.249860763549805,16
130,16.372289657592773,34.221927642822266,20
131,25.970352172851562,6.256493091583252,16
132,-0.8740766644477844,6.041772842407227,16
133,-7.68231201171875,-2.164410352706909,16
134,7.548360824584961,-28.66119956970215,16
135,-21.731149673461914,-11.104086875915527,11
136,3.6812829971313477,-24.94613265991211,16
137,1.7674567699432373,1.671215534210205,16
138,-0.7148020267486572,1.9703961610794067,16
139,3.0282866954803467,-25.64069938659668,16
140,24.73604393005371,5.62328577041626,16
141,-4.896963119506836,8.603312492370605,16
142,-21.677963256835938,-11.204778671264648,11
143,7.388754844665527,-28.726266860961914,16
144,-23.62176513671875,5.674404144287109,17
145,0.8674271702766418,2.1204395294189453,16
146,3.327083110809326,-25.35178565979004,16
147,-21.730587005615234,-11.1763916015625,11
148,0.6700600981712341,2.5035171508789062,16
149,-21.64689826965332,-11.21387004852295,11
150,-23.55161476135254,5.744104385375977,1
151,16.78006362915039,-0.6433188319206238,4
152,0.21122801303863525,1.737950325012207,16
153,3.378114938735962,-25.277681350708008,16
154,12.004987716674805,-13.838133811950684,16
155,10.902729034423828,-12.978580474853516,16
156,-0.2907673120498657,2.0011343955993652,16
157,1.5304372310638428,1.9737955331802368,16
158,12.9678955078125,-14.339645385742188,16
159,24.881803512573242,5.82149076461792,16
160,12.182782173156738,-13.768614768981934,16
161,0.5880507230758667,2.4586198329925537,16
162,17.877626419067383,0.10576048493385315,4
163,-4.8543524742126465,8.733656883239746,16
164,-10.280351638793945,-10.520773887634277,15
165,15.504871368408203,33.45622634887695,13
166,-13.196212768554688,-31.39982795715332,15
167,1.6403990983963013,1.8071080446243286,0
168,-13.394179344177246,-31.98763084411621,15
169,7.192876815795898,-0.9322167038917542,16
170,12.9890718460083,-14.042569160461426,16
171,-11.575785636901855,-27.75059700012207,3
172,0.7798612713813782,2.497804880142212,16
173,12.947559356689453,-13.968111038208008,16
174,3.3897926807403564,22.15498924255371,18
175,10.801568031311035,-12.791890144348145,16
176,0.6328405141830444,12.59000015258789,16
177,0.448868066072464,2.062561273574829,16
178,13.335806846618652,-14.098726272583008,16
179,-8.497101783752441,13.922163009643555,16
180,25.869901657104492,6.329070091247559,16
181,0.7802029252052307,2.3178181648254395,16
182,11.256471633911133,-12.84050464630127,16
183,3.546595573425293,3.637809991836548,18
184,-3.9974489212036133,8.107308387756348,16
185,1.062722086906433,2.1622555255889893,16
186,0.7808539271354675,2.175924777984619,16
187,10.658632278442383,-12.611067771911621,16
188,1.2621513605117798,2.008188247680664,16
189,11.634440422058105,-12.481548309326172,16
190,10.517559051513672,-12.668334007263184,16
191,10.205289840698242,-12.47382640838623,16
192,18.03278923034668,0.1879744827747345,4
193,22.832380294799805,5.745549201965332,16
194,-1.485435962677002,6.334557056427002,16
195,26.09648323059082,6.197120666503906,16
196,12.96873664855957,-14.317514419555664,16
197,25.310216903686523,5.87857723236084,16
198,1.0411702394485474,2.3500053882598877,16
199,17.877012252807617,0.07163816690444946,4
200,16.66797637939453,-0.65419602394104,4
201,2.5784645080566406,1.9829821586608887,16
202,10.59412956237793,-12.371991157531738,16
203,1.4792582988739014,2.8423385620117188,0
204,16.812822341918945,-0.6109837889671326,4
205,1.1538461446762085,7.605806827545166,16
206,-0.10508114099502563,-0.09891178458929062,16
207,25.205718994140625,6.549931526184082,16
208,-8.972789764404297,13.073904037475586,16
209,-3.850949287414551,8.018059730529785,16
210,0.8726639747619629,2.213330030441284,16
211,7.455772876739502,-28.69974708557129,16
212,7.420105457305908,-28.79973602294922,16
213,1.5496760606765747,1.8875733613967896,16
214,23.978214263916016,-18.480024337768555,5
215,25.903804779052734,6.333645820617676,16
216,-14.191096305847168,-30.986682891845703,3
217,1.053710699081421,2.950701951980591,16
218,-0.21364304423332214,9.91640567779541,2
219,0.3020291030406952,6.932152271270752,16
220,3.741093635559082,-24.845563888549805,16
221,1.0534344911575317,2.908708095550537,16
222,26.205507278442383,6.105671405792236,16
223,-23.570894241333008,5.700852870941162,17
224,1.7691856622695923,2.5072004795074463,16
225,-0.08581714332103729,9.878400802612305,2
226,11.770734786987305,-13.367108345031738,16
227,0.3324628174304962,1.8779240846633911,16
228,13.071208953857422,-14.259988784790039,16
229,3.5946030616760254,-25.009531021118164,16
230,2.0278537273406982,2.5476067066192627,16
231,16.759475708007812,-0.8033037185668945,4
232,-0.5772061944007874,2.1034905910491943,16
233,-11.97435474395752,-29.078691482543945,15
234,3.1905713081359863,2.267796754837036,16
235,10.8052396774292,-12.388994216918945,16
236,3.914036750793457,-24.677692413330078,16
237,10.321223258972168,-12.132089614868164,16
238,13.119186401367188,-13.895654678344727,16
239,11.781143188476562,-12.564311981201172,16
240,13.105977058410645,-14.050890922546387,16
241,-0.20569902658462524,5.849920749664307,16
242,-23.48026466369629,5.822859764099121,17
243,0.808316707611084,2.1663711071014404,16
244,1.2158167362213135,2.864400863647461,16
245,16.85527229309082,-0.4214625954627991,4
246,15.938626289367676,33.824214935302734,9
247,10.114764213562012,-12.278841972351074,16
248,12.487858772277832,-13.337589263916016,16
249,0.7921578884124756,6.7992377281188965,16
250,-9.072994232177734,12.779929161071777,16
251,1.4466007947921753,2.5942306518554688,16
252,13.037437438964844,-13.94879150390625,16
253,-18.1235408782959,27.286165237426758,13
254,2.3868539333343506,2.1559858322143555,16
255,10.097260475158691,-12.320574760437012,16
256,0.07428326457738876,-0.49233144521713257,16
257,2.1455342769622803,2.0981829166412354,16
258,7.571274280548096,-28.607223510742188,16
259,12.602701187133789,-13.471039772033691,16
260,1.9755271673202515,3.3624744415283203,16
261,-0.21863694489002228,6.245687484741211,16
262,2.2034964561462402,2.5860962867736816,16
263,3.6885299682617188,-24.915586471557617,16
264,1.6923134326934814,2.28340482711792,16
265,3.4594578742980957,-25.13418197631836,16
266,11.502723693847656,-11.757576942443848,16
267,12.634958267211914,-13.462815284729004,16
268,2.155714988708496,2.453052282333374,16
269,-20.605363845825195,18.62699317932129,13
270,-0.214108407497406,9.764126777648926,2
271,16.76854133605957,-0.47520726919174194,4
272,11.342391014099121,-12.62488079071045,16
273,1.9762197732925415,2.8956422805786133,16
274,2.638275384902954,2.976846933364868,16
275,2.4006998538970947,1.9861022233963013,16
276,0.8990310430526733,8.300378799438477,2
277,-11.978949546813965,-11.30943489074707,1
278,3.0987720489501953,2.17071533203125,16
279,-8.417119979858398,-2.7890992164611816,2
280,10.758716583251953,-12.43757438659668,16
281,2.821263551712036,2.3919947147369385,16
282,12.131964683532715,-13.500062942504883,16
283,-8.597055435180664,14.253914833068848,16
284,11.735097885131836,-12.25500202178955,16
285,3.114666700363159,2.798800468444824,16
286,-21.393388748168945,-11.529067993164062,11
287,2.6713967323303223,2.6016688346862793,16
288,10.010093688964844,-12.366141319274902,16
289,10.396998405456543,-12.311182022094727,16
290,-11.966522216796875,-11.225748062133789,1
291,-5.826150894165039,-14.459330558776855,3
292,12.970054626464844,-13.908869743347168,16
293,1.7371317148208618,3.110370635986328,16
294,3.003974437713623,2.2559239864349365,16
295,-5.607795238494873,-14.20329475402832,3
296,0.9809684157371521,4.2077250480651855,0
297,13.065077781677246,-14.142641067504883,16
298,-13.277050971984863,-31.556291580200195,15
299,15.751381874084473,33.65300750732422,20
300,24.877197265625,6.818211078643799,16
301,3.4746785163879395,-25.07300567626953,16
302,2.344653844833374,2.498568058013916,16
303,0.6131460666656494,9.925841331481934,2
304,-0.2834326922893524,6.60573673248291,16
305,6.605369567871094,-29.739341735839844,16
306,2.359436511993408,2.27091121673584,16
307,16.58208656311035,-0.36320337653160095,4
308,10.706130981445312,-12.375752449035645,16
309,11.152103424072266,-12.500248908996582,16
310,10.25012493133545,-12.372451782226562,16
311,0.7458981275558472,5.825850486755371,16
312,7.5153679847717285,-28.738019943237305,16
313,7.481433868408203,-28.777570724487305,16
314,-4.044188976287842,8.311434745788574,16
315,11.995850563049316,-12.747978210449219,16
316,11.885570526123047,-12.481673240661621,16
317,0.4561257064342499,3.951677083969116,16
318,2.187249183654785,2.351372718811035,16
319,13.084053039550781,-13.867839813232422,16
320,2.588608980178833,3.0427491664886475,16
321,24.71137237548828,6.953964710235596,16
322,3.227869749069214,2.4959824085235596,16
323,11.52070426940918,-12.431366920471191,16
324,0.9023719429969788,9.807758331298828,2
325,13.56758975982666,-14.332206726074219,16
326,0.10312440991401672,-0.21691562235355377,16
327,2.079756259918213,2.3544530868530273,16
328,16.20408058166504,34.068939208984375,20
329,1.6272276639938354,2.4397287368774414,16
330,16.144502639770508,34.00315856933594,20
331,11.95534610748291,-12.656304359436035,16
332,10.215660095214844,-12.230698585510254,16
333,-8.05518913269043,-2.487703800201416,16
334,7.242369174957275,-1.068047046661377,0
335,-9.536526679992676,13.775701522827148,16
336,22.660852432250977,5.819612503051758,16
337,1.8079131841659546,2.8272831439971924,16
338,2.1402993202209473,2.701833963394165,16
339,3.2065906524658203,2.3801045417785645,16
340,16.537212371826172,-0.36841487884521484,4
341,-5.900580883026123,27.947633743286133,1
342,-12.823320388793945,-30.680585861206055,15
343,24.826114654541016,6.736627578735352,16
344,11.71524429321289,-12.508363723754883,16
345,23.974346160888672,-18.465112686157227,5
346,22.648645401000977,5.601929187774658,16
347,3.391859292984009,-25.200050354003906,16
348,-21.36943244934082,-11.526592254638672,11
349,24.74510955810547,6.8491291999816895,16
350,2.3938698768615723,2.732861280441284,16
351,1.5641732215881348,2.430823564529419,16
352,7.306677341461182,-1.3254930973052979,0
353,11.089808464050293,-11.171025276184082,16
354,11.7990083694458,-12.29091739654541,16
355,17.872238159179688,16.45026969909668,16
356,3.622891902923584,2.6002819538116455,0
357,2.9885637760162354,2.4781227111816406,16
358,14.644143104553223,32.72079849243164,13
359,11.830541610717773,-12.772706031799316,16
360,18.967985153198242,16.081586837768555,16
361,1.3528295755386353,6.841738224029541,16
362,2.4215517044067383,3.480468273162842,16
363,2.2508034706115723,4.289072036743164,16
364,2.2144739627838135,3.2159602642059326,16
365,2.940107822418213,4.297481060028076,16
366,2.772155523300171,3.4615838527679443,16
367,3.0706279277801514,2.5920469760894775,16
