,fold,n_neighbors,algorithm,value,dataset
603,3,100,umap,0.7902857142857143,F-MNIST
604,4,100,umap,0.7831428571428571,F-MNIST
605,5,100,umap,0.7874285714285715,F-MNIST
606,6,100,umap,0.7931428571428571,F-MNIST
607,7,100,umap,0.7968571428571428,F-MNIST
608,8,100,umap,0.7854285714285715,F-MNIST
609,9,100,umap,0.7894285714285715,F-MNIST
610,10,100,umap,0.7985714285714286,F-MNIST
611,11,100,umap,0.7928571428571428,F-MNIST
612,12,100,umap,0.7982857142857143,F-MNIST
613,13,100,umap,0.7862857142857143,F-MNIST
614,14,100,umap,0.7928571428571428,F-MNIST
615,15,100,umap,0.7785714285714286,F-MNIST
616,16,100,umap,0.7885714285714286,F-MNIST
617,17,100,umap,0.79,F-MNIST
618,18,100,umap,0.7845714285714286,F-MNIST
619,19,100,umap,0.7771428571428571,F-MNIST
620,0,200,umap,0.7922857142857143,F-MNIST
621,1,200,umap,0.7928571428571428,F-MNIST
622,2,200,umap,0.786,F-MNIST
623,3,200,umap,0.7848571428571428,F-MNIST
624,4,200,umap,0.7762857142857142,F-MNIST
625,5,200,umap,0.7854285714285715,F-MNIST
626,6,200,umap,0.7854285714285715,F-MNIST
627,7,200,umap,0.7917142857142857,F-MNIST
628,8,200,umap,0.778,F-MNIST
629,9,200,umap,0.7885714285714286,F-MNIST
630,10,200,umap,0.7954285714285714,F-MNIST
631,11,200,umap,0.7874285714285715,F-MNIST
632,12,200,umap,0.7894285714285715,F-MNIST
633,13,200,umap,0.782,F-MNIST
634,14,200,umap,0.7885714285714286,F-MNIST
635,15,200,umap,0.7731428571428571,F-MNIST
636,16,200,umap,0.7865714285714286,F-MNIST
637,17,200,umap,0.7817142857142857,F-MNIST
638,18,200,umap,0.7845714285714286,F-MNIST
639,19,200,umap,0.768,F-MNIST
640,0,400,umap,0.7848571428571428,F-MNIST
641,1,400,umap,0.7894285714285715,F-MNIST
642,2,400,umap,0.7805714285714286,F-MNIST
643,3,400,umap,0.7808571428571428,F-MNIST
644,4,400,umap,0.7717142857142857,F-MNIST
645,5,400,umap,0.78,F-MNIST
646,6,400,umap,0.782,F-MNIST
647,7,400,umap,0.7854285714285715,F-MNIST
648,8,400,umap,0.7751428571428571,F-MNIST
649,9,400,umap,0.7882857142857143,F-MNIST
650,10,400,umap,0.7925714285714286,F-MNIST
651,11,400,umap,0.782,F-MNIST
652,12,400,umap,0.7802857142857142,F-MNIST
653,13,400,umap,0.7771428571428571,F-MNIST
654,14,400,umap,0.784,F-MNIST
655,15,400,umap,0.7674285714285715,F-MNIST
656,16,400,umap,0.7814285714285715,F-MNIST
657,17,400,umap,0.7797142857142857,F-MNIST
658,18,400,umap,0.778,F-MNIST
659,19,400,umap,0.7682857142857142,F-MNIST
660,0,800,umap,0.7742857142857142,F-MNIST
661,1,800,umap,0.7717142857142857,F-MNIST
662,2,800,umap,0.7685714285714286,F-MNIST
663,3,800,umap,0.7691428571428571,F-MNIST
664,4,800,umap,0.7602857142857142,F-MNIST
665,5,800,umap,0.7622857142857142,F-MNIST
666,6,800,umap,0.7682857142857142,F-MNIST
667,7,800,umap,0.7682857142857142,F-MNIST
668,8,800,umap,0.7594285714285715,F-MNIST
669,9,800,umap,0.7788571428571428,F-MNIST
670,10,800,umap,0.7791428571428571,F-MNIST
671,11,800,umap,0.7757142857142857,F-MNIST
672,12,800,umap,0.7682857142857142,F-MNIST
673,13,800,umap,0.7674285714285715,F-MNIST
674,14,800,umap,0.7708571428571429,F-MNIST
